Party,Sentence
D,"First, we need to acknowledge the harsh truths about poverty in our state."
D,"We talk a lot about our abundant natural resources, but we need to talk more about the most precious natural resource God has entrusted to us - our children."
D,"In Louisiana, 1 in 4 school- aged children live in poverty."
D,That’s unacceptable and it MUST change.
D,It’s unacceptable when a parent’s hard work isn’t enough to pay the bills or go to a doctor.
D,I’ve traveled from Algiers to Zwolle and met countless single mothers working for minimum wage behind a cash register at a gas station.
D,"Often, it’s one of several jobs they have, and they still battle to make ends meet."
D,"The faces are different, but their struggles are the same."
D,"On top of not paying our workers a living wage, women in Louisiana make an average 66 cents on the dollar compared to men."
D,We are the worst state in the union for pay equity.
D,That is unacceptable.
D,"Not just for my daughters, but for all women."
D,"Second, we’ve somehow forgotten that education is synonymous with opportunity."
D,"In the past 7 years, we’ve cut funding for higher education by 700 million dollars – the largest disinvestment in the country – putting campuses on the brink of bankruptcy, and sending many of our best and brightest students out of state."
D,"Tuition increases, also the highest in the nation, have priced many students out of their dreams and are making TOPS unsustainable."
D,"For K through 12 education, while we've had some improvements, we rank 49th
in academic achievement."
D,"And while our high school graduation rate is at an all-time high, we still fall below the national average."
D,"Last, but certainly not least, we face a daunting fiscal crisis."
D,"We can no longer afford to lurch from year to year, cobbling together temporary fixes and expecting to realize permanent sustainability."
D,"If we don’t fix the structural budget deficit, we can’t fix any of our other problems."
D,Those are the facts.
D,"We are one of the richest states in cultural and natural resources, yet our performance lags in almost every critical category."
D,There is a lot of serious work ahead of us.
D,"As Lincoln put it, “The dogmas of the quiet past are inadequate for the stormy present.”

We are here because the people of Louisiana believe we can do better."
D,"By doing better, we will be better than these rankings suggest."
D,And we are not going to let you down.
D,"This mission is critical, and here are some of the strategies I propose."
D,We must make it possible for all Louisiana citizens to be healthy and prosperous.
D,"So as promised, tomorrow I am going to accept the federal funding to expand Medicaid so that working families in Louisiana can get access to healthcare."
D,Your tax dollars should not be going to one of the 30 other states that have expanded Medicaid when WE are one of the states that expansion will help the most.
D,"We should make a modest, but meaningful, increase to the minimum wage and the legislature should finally pass effective equal pay so that women, the economic leaders of many households, get the same pay for the same work."
D,We know that when women do well – children prosper too.
D,This is the very definition of family values.
D,"Next, we need to treat our educators with the respect they deserve and demand the best for our children."
D,It’s been proven time and again that a more educated and trained workforce is our greatest long-term economic generator.
D,So we MUST make college more affordable.
D,We can start by ending double digit tuition hikes.
D,We cannot fund higher education on the backs of our students.
D,Our state should support our public higher education institutions.
D,"We must also increase need- based aid for students ready to enroll in colleges across Louisiana,

and work towards a goal of funding higher education at 50% state support and at 50% tuition and fees."
D,"In K through 12 education, we need to promote challenging, Louisiana standards and curriculum, maintain a meaningful accountability system and end the overuse of costly standardized testing."
D,"We should also enhance and protect local control of public education so that taxpayers,
voters, and local school boards are empowered to oversee the financial and educational decisions that impact the success of our children."
D,"And finally, our top priority must be stabilizing the budget."
D,"While all options are on the table, we’re going to make strategic budget reductions, increase efficiencies, accept OUR federal tax dollars back, and rework the failed system of tax incentives, credits and rebates, which bleed the state’s revenue and, too often, leave little to show for the spending."
D,"Now, how are we going to make this happen?"
D,"By partnering with the legislature, business and industry, local governments, educators, stakeholders and working people all across this state."
D,"By calling on the kind of discipline, steel-eyed focus, and determination to succeed... by moving ONWARD."
D,"I can’t do it alone, and the enormous challenges we face will not be resolved overnight."
D,"But together, we will accomplish our mission."
D,Now is the time for full participation.
D,"I am calling on the legislature to work with me and pass sound solutions, and I’m calling on the people of Louisiana to constructively engage and share your thoughts and ideas."
D,"It will be hard work, and it will take sacrifice."
D,But it can be done.
D,It MUST be done.
D,"You can expect the unvarnished truth from this administration regarding the challenges we face, the solutions we propose, and the opportunities we seek."
D,The breeze of hope that got us here today will also drive a current of change as mighty as the Mississippi.
D,But this river can’t flow unless the breeze continues.
D,"We must put action before idleness, unity before party, and citizenship before self in order to put Louisiana first."
D,"Like you, I’ve been here through good times and bad."
D,"We are not a perfect state, but we are a resilient one."
D,"Following shared sacrifice, there WILL be shared prosperity."
D,I am bullish on our future.
D,"Louisiana’s best days are certainly ahead, and I want you to be as excited and optimistic as I am."
D,"Remember, after Katrina we battled back and, in fact, we still celebrated Mardi Gras."
D,"After the Red River flooded, families still gathered at the state fair."
D,"After the oil spill, we didn’t give up fishing for oysters and shrimp."
D,The sugar cane still grows in Louisiana.
D,Tourists still flock to the French Quarter.
D,And new industries continue to emerge.
D,If there are two things we’ll never run out of in Louisiana – it’s gumbo and gumption.
D,The people of Louisiana want and deserve a state government as hopeful as they are.
D,I pledge to you that we will deliver on that hope.
D,"As Solomon prayed, “So give your servant a discerning heart to govern your people and to distinguish between right and wrong.” That will also be my prayer."
D,I spent nearly three years traveling this state asking for your votes and your prayers.
D,"Today, I simply ask for your support and your prayers for me and for this state."
D,"From the bottom of my heart, I cannot thank you enough for this incredible opportunity."
D,"God bless you all, God bless the Great State of Louisiana and God bless the United States of America."
D,"Madam Chief Justice, Mr. President, Madam Speaker, members of the 129th Legislature, members of the state and federal judiciary, former Governors, Tribal chiefs, members of the military, friends, and family, honored guests, and those 4,346 friends of mine on Facebook!"
D,I also draw your attention to the empty seat in the military section which honors and recognizes all Maine Service members currently deployed.
D,It is with humility and gratitude that I stand before you this evening.
D,I welcome you to a ceremony that represents both a change in the individual who occupies the office of the Chief Executive and the peaceful passing of the torch of progress.
D,"[Vincente Minnelli’s Abandoned Beverly Hills Mansion Has Been Left To Rot]
Sponsored Content
Vincente Minnelli’s Abandoned Beverly Hills Mansion Has Been Left To Rot

    By Maternity Week 

There are many in this state who are “the unsung” as poet Wes McNair has called them."
D,"They are the firefighters and teachers, the techies and hotel workers, the farmers and fishermen, the waiters and loggers, and the barbers and millworkers of our towns."
D,"They are our friends, our neighbors."
D,They are immigrants.
D,Laborers.
D,Veterans.
D,People with disabilities.
D,People from away.
D,People we rely on every day.
D,And many who rely on us.
D,This governorship is about them — the men and women of Maine.
D,"This year, for the first time in our state’s 198-year long history, after 74 men from York, Cumberland, Penobscot, finally you have elected a governor… from Franklin County!"
D,"[Rare Vintage Images Kept From History Books]
Sponsored Content
Rare Vintage Images Kept From History Books

    By History Daily 

I am from the foothills of Maine, which bred Margaret Chase Smith and Carrie Stevens."
D,"And Cornelia Crosby — known as Fly Rod Crosby — who became Maine’s first registered guide in 1897, and who famously said, “I would rather fish any day than go to heaven.”

In recent weeks I have received many letters."
D,"Eight-year old Lucy wrote, “Now I feel like I could become governor someday!”

The morning after the election, one mother left a note in her daughter’s lunchbox, “Janet Mills won last night!” it said."
D,“She is the FIRST woman to be the governor in Maine EVER!
D,Think about all the things you can do!
D,"love, Mom.”

I do think about all the things they can do, along with their brilliant brothers, uncles and fathers."
D,"But truly, this year’s milestone will one day be commonplace, like drinking milk or eating toast."
D,"When future generations read of this day, they will wonder what the fuss was about."
D,Sometimes our culture moves slowly in the stream of change.
D,"Streams, like the people of Maine, change direction on occasion to find the best way forward."
D,"Many days I awake to see the mist rising from the Sandy River as it steers its course to the Kennebec, the winter’s breath unveiling a new day in my hometown, a new day in this state."
D,"Then I hear the familiar sounds of chickadees, church chimes and Jake brakes."
D,This is home in Maine.
D,"The Sandy River pours out of Rangeley Lake, meanders through town, and gains momentum on its way to the Kennebec."
D,"There it joins other tributaries to become a powerful waterway, a loud home to eagles and salmon, stripers and sturgeon, on its course to Merrymeeting Bay."
D,The Sandy River connects my town to those up and downstream.
D,"We become one with the rest of Maine, linked by water, woods, and land."
D,"Former Governor Joshua Chamberlain described this link back in 1876:

“This great and wide sea…these beaches and bays and harbors…these things invite the brave, the noble…Thought comes here and dwells…They will love the land, and the land will give back strength.”

The Wabanaki people know this bond."
D,"Their wisdom was passed along by people like Joseph Attean, legendary Governor of the Penobscot nation, a brave, open-hearted and forbearing individual, who guided Henry David Thoreau in his first moose hunt, through the vast and primitive wilderness to Chesuncook Lake."
D,"The plaque that overlooks Attean Lake — named for him – reads,

“Rise free from care, before the dawn, and seek adventure.”

Today we rise, a new day before us, and seek adventure."
D,But today our connection to the land is endangered.
D,"After 80 years of studies warning that carbon emissions are destroying our environment, the danger is now at our doorstep."
D,"The Gulf of Maine is warming faster than almost any other saltwater body in the world, driving our lobsters up the coast."
D,"Our coastal waters are growing acidic; temperatures are fluctuating, and sea levels are rising, endangering our shellfish industry."
D,Our forests are less suitable for spruce and fir and more suitable for ticks.
D,"Climate change is threatening our jobs, damaging our health and attacking our historic relationship to the land and sea."
D,"Tonight I say, enough."
D,"Enough with studies, talk, and debate."
D,It is time to act!
D,"Our new Administration will embrace clean energy; change our modes of transportation; weatherize homes and businesses, and reach a goal of 50 percent of our electricity coming from Maine renewable resources."
D,"These actions will create good-paying jobs, preserve our environment, and welcome young people to build a green future here in Maine."
D,"And, by the way, when you drive by the Blaine House in the next few weeks, look for the new solar panels that we are going to install!"
D,We need a healthy environment.
D,And we need healthy people.
D,Maine voters agree – which is why they voted to expand Medicaid.
D,"Hospitals, nurses, doctors and businesses all agree as well."
D,"Health care is for everyone, not just the well to do."
D,It is for the small businesses struggling to pay high health insurance bills.
D,"It is for the family on the brink of bankruptcy because of one illness, accident or medical mishap."
D,It is for the community that takes up collections in a jar at the corner store to pay for a neighbor’s medical costs.
D,It is for people like Patty.
D,"My friend Patty was a vibrant, intelligent and charitable woman, an athlete, a mother of three wise children, loved by all… and uninsured."
D,"She died needlessly from breast cancer, a disease that could have been diagnosed early, treated, and cured."
D,Patty’s story is not unique.
D,Many of you have friends like Patty.
D,It is unacceptable.
D,"In the memory of Patty and thousands of others, our new Administration will expand Medicaid – and pay for it sustainably; work to ensure that every person has primary care; control the cost of health insurance; and rein in the cost of prescription drugs."
D,A major part of the health care crisis is the opioid epidemic.
D,History will note that we have abandoned an entire generation of people to this preventable disease.
D,"The allure of opiates can fill a hole in the human heart caused by loneliness, stress, and hopelessness."
D,"Even as I speak, there is someone within the sound of my voice about to consume a deadly drug, jeopardizing themselves, their friends, their families, and their communities."
D,"If that person is listening, please know that I–and many others — are here for you."
D,You are not alone.
D,We will confront this disease together.
D,"We will offer a helping hand, not pass judgment."
D,"We want you to survive, to succeed."
D,We want to welcome you home again.
D,"It is time for action — Narcan widely available, medication assisted treatment, recovery coaches."
D,These things will be a reality.
D,"And in sad memory of the 418 Maine people who lost their lives to drug overdose in 2017, our Administration will create a Director of Opiate Response, a person who will marshal the collective power and resources of state government to stem the tide of this epidemic

Part of that effort will be to fully engage with people in our own communities — to “take it outdoors,” as one of our favorite retailers puts it, renewing a healing bond we have with the land."
D,"In addition to protecting the medical health of our people, we will also advance the economic health of our people."
D,"To employers, entrepreneurs and innovators, with new ideas for forest products, aquaculture, recreation, renewables, and everything in between, I say, “You are welcome here!”

We will develop a world-class workforce."
D,Fewer than half of Maine adults now hold a postsecondary credential – either a college degree or a professional certification.
D,Yet two out of three jobs require such credentials.
D,"This imbalance is why we have – at the same time —employers saying they can’t find workers, and workers saying that they are stuck in dead-end jobs."
D,Education is the key to helping our people achieve their full potential.
D,Attracting talented young people to move here and make Maine their home will be a top priority of my Administration.
D,"From now on, a sign will greet all those arriving in our state at the Kittery line."
D,"It will say, quite simply: “Welcome Home.”

I will work with the new Legislature to achieve the best education for our people, from preschool through college and beyond, beginning with full and fair funding for schools, including our Career and Technical Centers."
D,And we will treat our teachers with the respect and dignity they deserve.
D,There is no higher priority than our children.
D,"And with so many young people at Long Creek, with children waiting for critical mental health services, and some even losing their lives to violence in their own homes, it is high time we put children’s health and safety first."
D,"I will start with one simple step — calling together the Children’s Cabinet for the first time in years, to tackle these issues."
D,These are the challenges we know about.
D,But we must also be prepared for the unexpected.
D,We know that a recession is possible in the next few years.
D,"We know that someday, robots, drones, driverless cars, broadband, and 3-D printing, will radically alter the way Maine people live, learn, and work."
D,We need to be ready.
D,I made my own predictions back at the turn of the century.
D,"In the year 1999, I wrote down in a journal a list of what I thought would change and what I thought would stay the same in the new millennium."
D,"I predicted that in 50 years there would no longer be the following things: cash, paper bags, spare tires, lint, dust, or panty hose."
D,"But in 50 years I said there would likely still be: Stephen King bestsellers, Baxter State Park, people from away, and … Strom Thurmond."
D,"As you can see, I cannot rely on myself to predict the future."
D,That’s why I am enlisting help.
D,"I am following the advice of writer Kurt Vonnegut, who said “Every government ought to have a Department of the Future.”

And so my administration will create an Office of Innovation and the Future."
D,"This office will dive into major policy challenges, foster collaboration and propose concrete, workable solutions."
D,Now here’s how I want to govern.
D,We are all in this together.
D,We all want Maine to have a beautiful environment; happy people; and prosperous communities.
D,"Though we all agree on the goal, we differ about how to get there."
D,"We are Republicans, Greens, Democrats, Libertarians, Independents, and many more besides."
D,This is something I know well myself.
D,"I mean, every Mills family reunion is like a meeting of the United Nations – everyone has an opinion and wants a microphone."
D,But these differences are what make my family strong.
D,They make every family strong.
D,They make Maine strong.
D,Our diversity is a virtue – one that we should harness to advance good public debate and good public policy.
D,"We welcome the voices of newcomers to the public conversation — the young, immigrants, people of different cultures, people of color, people of different orientations."
D,All are important members of the Maine family.
D,"My town has always had a commons, where everybody could graze their sheep and cattle, sell produce and where we would enjoy a concert on a summer evening."
D,"Now our state must find its own common ground, expand our horizons and become one Maine again."
D,"From the tree streets of Lewiston to the rolling fields of the County, from the Bold Coast to the Height of Land, from Cross Rock in Allagash to Portland’s Promenades, our people will once again find unity of purpose."
D,"We will bring back Maine’s tradition of civil discourse, expressed by Governor Israel Washburn, a friend of Abraham Lincoln’s, in his 1861 inaugural:

“Waving aside petty schemes and unseemly wrangles…let us rise, if we can, to the height of the great argument which duty and patriotism so eloquently address to us.”

You know, I have fallen in love a few times in my life."
D,And there are those in this audience whom I have loved for long and for years including friends and family and some newly loved.
D,"But it is the bond we all share for our state, for children longing for security, for newcomers seeking to belong, for all of those who feel left behind, who long for respect and dignity."
D,One thing we all love is our great state.
D,"And when a family, a community, a state believe in each other, help each other, love each other, great things can happen."
D,Maine people have greatness within them.
D,Maine is our home.
D,"We are connected by the rivers and the land, the forests and the mountains."
D,We are connected by love.
D,We are strengthened by our connections.
D,"We are one Maine, undivided, one family from Calais to Bethel, from York to Fort Kent."
D,"We meet this evening, free from care, the heirs of Joseph Attean, Joshua Chamberlain, Fly Rod Crosby, and Israel Washburn."
D,"Tomorrow we rise before the dawn — like the mist over the Sandy River — and seek adventure, with hope in our hearts and love in our souls for the brand-new day."
D,"To all of you, and to the people of Maine, I say, Welcome Home."
D,Welcome Home.
D,Thank you.
D,"Faculty and administration; reverend clergy, students and graduates; distinguished guests, and most importantly, President Bottomly and her family."
D,Today we celebrate the wisdom of Wellesley College.
D,I’m happy to be here to welcome President Bottomly to the world-class educational community in this commonwealth.
D,"She has excelled in each step along her path to this milestone, especially in her work to expand opportunities to women in higher education, for students as well as faculty members."
D,Wellesley College is wise indeed to have placed her at the helm.
D,She is absolutely the right choice to steward this college into its next era of achievement and growth.
D,"For our commonwealth, her leadership could not come at a more important time."
D,In these times we are facing unprecedented challenges.
D,"Graduates are entering into a global economy where the skills and talents of our graduates today will be measured against those of graduates not just in Raleigh and San José, but in Shanghai and Bangalore as well."
D,"Both China and India are turning out qualified engineers at extraordinary rates, building and securing the foundations for economic and educational competitiveness for generations."
D,And China has plans to build a university the scale and capacity of UCLA every year for the next ten years.
D,"Our ambition is not just to adjust to this fundamental change, but to lead it."
D,"Our colleges and universities, public and private, must continue to be engines of economic growth and social justice."
D,They must continue to drive innovation in science and the arts.
D,And they must continue to cultivate the highly skilled talent that – as leaders from both here and overseas constantly confirm – is our calling card around the world.
D,"Since its founding 138 years ago, Wellesley College has earned its place in that tradition of excellence."
D,"Today students continue to advance and succeed, capitalizing on all that this commonwealth and this institution have to offer in brainpower and innovative spirit."
D,"Wellesley brings new possibilities to young women, fostering civic engagement and a culture of opportunity in the community and our commonwealth."
D,I am confident in our ability to meet our challenges because I have confidence in our people.
D,President Bottomly’s leadership ensures a very bright future for this institution and all that it contributes to our commonwealth.
D,I value your work and look forward to your continuing partnership.
D,Congratulations.
D,"My friends, my family, my fellow Michiganders: 

It is an incredible honor to address you as the 49th governor of the great state of Michigan."
D,I would not be here today without my family.
D,"Sherry, Sydney, Marc, Dad, Liz, Richard: 

Thank you for being by my side on this journey and for inspiring me every day."
D,I love you so much.
D,"I am honored to be joined this morning by Governors Snyder, Granholm, and Blanchard."
D,"If the Spartans weren’t on the West Coast and if Governor Milliken were able, there’s no question that he and Governor Engler would be here, too."
D,Each knows the incredible opportunity in  - and sacrifice of - holding this office.
D,Thank you for your service and you attendance today.
D,"As I reflect on the monumental task that lies ahead, another one of my predecessors comes to mind."
D,"Over 60 years ago, Governor G. Mennan Williams - aka “Soapy” Williams – a Democrat – worked with a Republican legislature to build the Mackinac Bridge."
D,"At the time, many people believed building a suspension bridge that long was not possible."
D,Others thought the politicians would not be able to put their differences aside to get it done.
D,"They even called it “Soapy’s Folly.” 

But together, leaders from both parties, and workers from across the state, proved them all wrong."
D,"And in November 1957, against the odds, the Mighty Mac opened."
D,It connected our peninsulas AND our people.
D,It strengthened our economy.
D,"And most of all, it sent a powerful message to the world: Don’t ever bet against Michigan."
D,"In the spirit of that great legacy, I want to recognize the incoming legislative leadership – Senate Majority Leader Shirkey; Senate Democratic Leader Ananich; House Speaker Chatfield; and House Democratic Leader Greig – and all of the members of the legislature who are with us today."
D,I look forward to working with you in the coming weeks and months.
D,"We may belong to different parties, but we are all here for the same reason."
D,"We are proud Michiganders, first and foremost."
D,And we owe it to the people we serve to cast partisanship aside.
D,To roll up our sleeves.
D,To build bridges together.
D,"I feel lucky to have called Michigan home, my whole life."
D,I grew up in Grand Rapids.
D,I learned to value community and hard work.
D,I got a world-class education at Michigan State in East Lansing.
D,And law school in Detroit.
D,"And then I moved back to East Lansing, near my family."
D,I always knew I would raise my family here.
D,"Because to me, Michigan is more than a place."
D,It’s a way of life.
D,Up North and the lakes in summer.
D,Football in the fall.
D,Hunkering down at home in the winter.
D,Or at the capitol with thousands of your close friends!
D,And thawing out in the spring .
D,.
D,.
D,if we’re lucky.
D,We love our 4 seasons.
D,We’re proud of our traditions.
D,"Of course, what truly makes Michigan special are the people who call it home."
D,"Our diverse cultures, backgrounds, and experiences that strengthen the fabric of our communities – from paczki to pasty… and from miner to motorhead."
D,"And whether you live in Gogebic County, Grosse Ile or Grand Rapids, all Michiganders share some common traits that are part of the legacy we’ve inherited in the state we call home."
D,Grit.
D,Humility.
D,Dreaming up something new.
D,Building it with our own two hands.
D,That’s how we became a hotbed of innovation and created music that moved the world.
D,"It’s why Michigan will be forever associated with names like Reuther, Ford, and Aretha."
D,"And it’s why, a century after we led a global manufacturing revolution, we still have the best workforce on the planet – from our farmers and factory workers, to our incredible state employees, who work tirelessly every day to keep Michigan going strong."
D,There’s no place in the world like Michigan.
D,No people like Michiganders.
D,And no question that Michigan has as much God-given potential as any place on Earth.
D,"But while potential is universal, opportunity is not."
D,"And right now, in Michigan, too few have the opportunity they deserve."
D,"That’s not easy to admit, but we have to be clear-eyed about the challenges we face."
D,Now is the time to confront our problems head-on and say – in one voice – let's get it done.
D,"Over the past year, as I traveled the state and listened to people’s concerns, the same issues came up over and over and over again."
D,"My campaign slogan got a lot of attention, but I didn’t come up with it."
D,"It was a working mom I met at a hospital in Detroit who told me, “Gretchen, I just want you to fix the damn roads.” 

I heard similar messages from people in all 83 counties."
D,"I heard the same thing from Republicans, Democrats, and Independents."
D,"We might live in divisive times, but Michigan’s problems are not partisan problems."
D,Potholes are not political.
D,Neither is clean water.
D,Or better skills.
D,Or great schools for our kids.
D,I will be a governor for everyone.
D,And I am committed to working across party lines to ensure that all Michiganders have opportunity.
D,That means rebuilding our roads and bridges.
D,Cleaning up our water.
D,And ensuring that everyone gets the education and skills they need to compete for good-paying jobs.
D,These issues affect us all.
D,"These things are the foundation of secure families, strong communities, and a more prosperous state."
D,None of us can afford to compromise Michigan’s economic future because we won’t compromise with one another.
D,"Divided government makes solving problems harder, but not impossible."
D,"We need to come together now – not as Democrats and Republicans, but as Michiganders."
D,"So, let’s fix our roads, and be the state that’s not paralyzed by partisanship, but works together."
D,And create the blueprint for rebuilding America’s crumbling infrastructure.
D,"Let’s show the rest of the country how to solve America’s literacy crisis, and show them what good government actually looks like."
D,And let’s build a stronger Michigan that is – once again – a center of economic opportunity and mobility for people around the world.
D,I’m not saying it's going to be easy.
D,Many will question whether we can protect our families and bolster our economy by fixing those damn roads.
D,They may not believe we have the ingenuity to solve the literacy crisis.
D,"And no doubt, some are betting against our ability to close the skills gap."
D,"But we are up to it, Michigan."
D,We have always defied the odds.
D,"And we are going to do it again, together."
D,We are going to prove that our shared future is more powerful than the issues that divide us.
D,"If we put our differences aside and get to work, we will come back stronger than ever."
D,"At a time when too many people want to separate us by building walls, we here in Michigan are going to get back to building bridges together."
D,The story of the Mackinac Bridge reminds us that we can do great things when we work together.
D,I know I didn’t get here on my own.
D,"I’m here because, over the past year, the people of Michigan showed up."
D,"At town halls, at rallies, and in record numbers on Election Day."
D,I am so grateful that you did.
D,But our work is just beginning.
D,"That’s why, today, I’m asking you to keep showing up."
D,Keep showing your passion for our state – and demanding action from our leaders.
D,"And let’s join forces, as Michiganders, to build bridges together… 

Over waters."
D,Between parties.
D,And to a brighter future for all.
D,Let's get to work Michigan!
D,Thank you.
D,"Madame Speaker, Mr. President, Madame Chief Justice, honorable members of the House and Senate and Executive Council, former Governors, our honorable United States Senator my fellow citizens:

Thank you for the trust you have placed in me, it humbles me and will sustain me as I work to lead our remarkable state."
D,"Today, as I was sworn in as your governor, I pledged to follow the constitutions of New Hampshire and of the United States."
D,"Now, I will make one more promise: I will work as hard as I can to honor your trust."
D,"And I will strive to do so in the tradition that has guided us throughout our history: the tradition of openness, bipartisanship, and collective problem solving."
D,"No one has exemplified that tradition more than the person I am succeeding, someone I want to thank on behalf of all of our citizens for his four terms in the Corner Office—thank you, Governor John Lynch."
D,"I sought this office so that we could shape our own way forward, harnessing the promise of our great citizen democracy to preserve and strengthen our state’s special qualities."
D,"I know that, together, we can build a stronger, more innovative New Hampshire, a New Hampshire where all of our citizens are included in our shared success and prosperity."
D,"To our very core, we value freedom, independence, hard work, fiscal responsibility, family and community."
D,We live these values in our personal lives and in our workplaces.
D,"And every citizen, regardless of circumstance, should have the opportunity to live them too – to hold a good job, work hard, raise a family, and share in the high quality of life we enjoy in New Hampshire."
D,"When they do, they become empowered and our state grows stronger."
D,"Our ability to accomplish this goal lies in our willingness to innovate – not only to develop innovative new products and services, but to innovate in other areas as well: in the operation of our traditional industries, in the way we educate our citizens, in the way we deliver government’s essential services, and in providing the tools that support growing businesses and create good middle-class jobs."
D,New Hampshire has many distinctions we can be proud of.
D,We have the lowest poverty rate and lowest teen birth rate in the country.
D,We are consistently rated as one of the safest states and one of the best places in the country to raise children.
D,We are uniquely suited to seize the promise and opportunity that innovation presents.
D,"But adapting to the demands of an innovation economy presents immediate challenges, too."
D,"Our population is aging, yet we pursue policies that are driving our young people out of the state."
D,We have the fourth highest in-state tuition for public universities in the country and too many of our talented students pursue a college education elsewhere.
D,"When these New Hampshire natives complete school, they often choose not to return, depriving our economy of talented people with the energy and skills needed to drive innovation."
D,"We need to renew our tradition of attracting new citizens to our state, and we need to help our young people stay here, raise their own families here, and remain part of the future of New Hampshire."
D,Cutting state support for public education in half while lowering the tobacco tax two years ago was short sighted.
D,"It hurt our young people and, if not quickly addressed, will impair our future economic prosperity."
D,We must begin to reverse course.
D,"In exchange, the University System, working with us, needs to increase the number of New Hampshire students admitted to our state colleges and universities and freeze in-state tuition."
D,"We must also recognize that not every student chooses the same path, and that our community college system has developed innovative, nimble and cutting edge programs to educate our citizens."
D,We must continue to support their efforts to build the strong workforce that our businesses need.
D,I have always strongly believed in the power and value of education.
D,"My parents were educators and I was fortunate that they worked to make sure that my sister, brother and I received the best educations possible."
D,"Mom and Dad created a home in which the value of learning, the obligations of citizenship, and vigorous but respectful debate were emphasized."
D,Our home was always warm and rarely dull; it is difficult for me to express how grateful I am to my parents and family.
D,"I am so glad that my mother, Peggy, my sister Franny, and my brother Frank are here today."
D,"Given the importance of education in my life, it’s probably not an accident that I chose to marry an educator."
D,I am so proud of the work my husband Tom does as Principal of Phillips Exeter Academy and am so grateful for the support he has given me.
D,"Tom, you will bring insight, humor, and skill to the role of First Gentleman."
D,Thank you.
D,I am also a very proud mother.
D,"My two children, Ben and Meg have inspired me, grounded me, and supported me."
D,I wouldn’t be here without you.
D,"And I can’t talk about my family without acknowledging how much we have been helped – and enriched – by the team of caregivers who have provided superb care and support to Ben, allowing him to receive a full education and participate in his community."
D,"You have become an integral part of our family and give proof to idea that when we care for each other, we all get stronger."
D,Thank you.
D,"I want the same for all of New Hampshire’s young people as I want for my own children: the opportunity to learn, to grow, and to lead."
D,"Recently, I had the privilege of visiting Girls, Inc. in Nashua, which helps teach important life skills to girls and young women."
D,Dozens of energetic girls – ranging from wriggling 5 and 6 years old to collected teenagers – had waited patiently for us to arrive.
D,They had researched the questions they wanted to ask and their knowledge was impressive.
D,But it wasn’t really the topics that were important.
D,They were being encouraged to imagine and realize that they could be leaders too.
D,That they could be anything they wanted to be.
D,"In order for the girls I met at Girls Inc. – and all of our young people – to realize their dreams, we must ensure that at each step along the way, their education is providing them with the skills, knowledge, and innovative thinking needed in a 21st century economy."
D,"We must work with teachers, local schools, higher education and the business community to ensure a robust and rigorous education for all of our students, including in the STEM fields of science, technology, engineering and math."
D,New Hampshire’s public colleges and universities have set an ambitious goal of doubling the number of STEM students that graduate by 2025.
D,We should embrace that goal and make achieving it a state priority.
D,Businesses are ready and willing to hire people with these skills.
D,Our task is to make sure New Hampshire’s workforce is ready to fill these jobs.
D,We have other opportunities and challenges as well.
D,"To compete in the 21st century, our businesses must find new markets for their innovative goods and services."
D,Ninety-five percent of the world’s consumers live outside of the United States.
D,"I want New Hampshire to be a leader in exports, and in the next two years I’ll work to help our businesses sell their products around the globe."
D,"To encourage innovation, we should also encourage the creation of new technologies here in New Hampshire by doubling the research and development tax credit."
D,"We want entrepreneurs with innovative ideas to come to New Hampshire, and we want those who start businesses here to stay here and grow here."
D,That means continuing to build strategic partnerships between our colleges and universities and our inventors and entrepreneurs.
D,Take the example of Therma-HEXX in Portsmouth.
D,"Bob Barmore, Therma-HEXX’s founder and CEO, had the idea of using low-cost, energy efficient components to build simple heating and cooling devices for homes and commercial buildings."
D,Bob told me the idea came to him when he was sitting with his wife on a rooftop deck that was too cold in the winter and too warm in the summer.
D,"He thought, ""There has to be a way to fix this."""
D,"He did, and with support and guidance from the Green Launching Pad, a business incubator at UNH, Bob has developed his idea into a successful and growing business right here in New Hampshire."
D,"To support these businesses, we must recognize that there are some tasks that can only be accomplished in partnership with government."
D,"Chief among those are ensuring access to education for all, protecting public safety and building and maintaining the infrastructure that businesses and citizens need."
D,"We must recognize that businesses, from our established industries, such as manufacturing and tourism, to the industries of the future, cannot innovate and grow without the modern roads, bridges, broadband and reliable and clean power they require."
D,"To address our challenges and seize the opportunity of innovation, we must summon our best traditions of cooperation and problem solving."
D,"The people of our state collaborate and make things work all the time, and their elected leaders must be able to do the same."
D,"The people of New Hampshire have made it clear that they want to restore balance, that they want us to work together."
D,Let us promise ourselves today that we will meet our challenges by focusing on commonsense solutions born of collaboration.
D,"That we will together end the era of hasty, reactive government."
D,I understand the work of the House and the Senate.
D,I was honored to be one of you.
D,What you do matters and affects the lives of real people.
D,To the best of my abilities I will work with you and foster an open dialogue.
D,"In return, I urge members of both parties to share your ideas and concerns with me."
D,My door will be open and together we can find a way to solve problems and make New Hampshire a better place.
D,Among the most challenging tasks ahead is the need to foster innovative economic growth while continuing to balance the state budget.
D,"While we are seeing signs of recovery and growth, we still face fiscal uncertainty; we will need to be prudent as we develop our budget."
D,And I am mindful that innovation is not confined to the private sector.
