Party,Sentence
R,"As we were walking out to the truck, after I had met with him and a number of his employees, he said to me, but almost half to himself and half to me, he said, ""You know you're the first one that has ever come back."""
R,I was struck by that.
R,I mention that to you only to challenge you.
R,"Let us be the state that is comprised of citizens who, at every turn, whether we are elected to serve you or whether you are citizens in the ranks of your community, your churches, your schools, whatever the case might be, within your very own family, be the ones who go back."
R,Let us be the ones who go back.
R,This will differentiate us.
R,This will make us the greatest version of ourselves that we could possibly be.
R,"Let us be known as the Commonwealth of Kentucky, where people go the extra mile, not only for one another, but for strangers who come through, for businesses who would come here, let us be the ones who go back."
R,This is my challenge to you in 2016.
R,This is what I will do my best to exemplify and model for you as your governor.
R,But this is within the power of every single one of us.
R,"Because while it may seem small, the ripple effect of small things is extraordinary."
R,You think about it.
R,It would be extraordinary.
R,"Policy issues
I don't want to spend a bunch of time talking about policy."
R,"Although I know if I don't say something about policy, I'll disappoint all these people that are standing on the risers."
R,So I will say a couple of things.
R,"I will simply say this: When we announced our candidacy 10-11months ago, two weeks after I first filed to run for governor, I put out what I called a Blueprint for a Better Kentucky."
R,And that blueprint was comprised of a number of things.
R,And we talked about those things on the campaign trail.
R,"And in the course of talking about those things, there were always the questions, ""Well, are they just saying that to get votes?"""
R,"I don't think it took people long to realize most of what I was saying was clearly not being said to curry favor because it was actually not well received, at least not by those on the risers."
R,Although you all clearly had a difference of opinion and my hat is off to you for that.
R,"And it isn't that we don't love those on the risers, because we do."
R,"They were just very wrong, because they didn't know what you all were thinking about."
R,"But here's the reality, and that's OK."
R,"But there were those who thought, well, maybe you're just saying this, maybe you're just saying that."
R,"We talked about auditing the pension plans and I will tell you, we are going to audit every single pension plan in the commonwealth of Kentucky."
R,"We talked about changing our retirement plans, the pension plans themselves, to ensure that we save them, so that we honor the commitment to our retirees and our current employees, and we are going to do that."
R,"Because to do anything less than that is a disservice to those not yet employed, those currently employed and those who are retired."
R,We will ensure that none of them get any of the promises made if we don't made hard decisions.
R,And we will make those hard decisions and we will save our pension plans for those who have earned them.
R,We talked about streamlining government and we have already begun.
R,And it will continue; stay tuned.
R,We are going to do it within each cabinet.
R,I am blessed by the caliber of men and women who have stepped forward.
R,"It is unbelievable, the depth of talent we have in our cabinet."
R,"And I'm grateful, I'm humbled."
R,I've always said I want to be the weakest link in the chain.
R,"So far, so good."
R,"I can tell you that right now, starting with my lieutenant governor, Jenean Hampton, really and truly."
R,"I really am the weakest link in the chain, and I'm grateful to be."
R,We've got amazing individuals who are going to work on your behalf.
R,We talked about modernizing and simplifying our tax code.
R,Time will tell exactly the specifics of that and we'll be rolling out a budget here in just a matter of less than two months.
R,But we are going to modernize and simplify our tax code.
R,We are going to get rid of the inventory tax in this state.
R,We are going to get rid of the death tax in this state.
R,We are going to get rid of the very things that frankly send the message to the outside world that we're not serious about being a business-friendly state.
R,"We're going to break those things down and we're going to turn this state into the type of place that people not only want to come to, but they want to stay."
R,We are already.
R,We could be much greater indeed.
R,We talked about federal overreach.
R,"I mean, you've heard it a thousand times and we'll talk about it more."
R,"But there's not going to be a day in our administration where we allow the tail of a regulatory agency in Washington, D.C., to wag the dog of Kentucky."
R,I will tell you that right now.
R,"Without giving you a long diatribe, the 10th Amendment is a very specific and powerful amendment."
R,"It says those established powers that are not specifically given to the federal government are the responsibility of the states and of the people and we are going to exercise that sovereignty, exercise that authority."
R,"And we are going to stand on our rights, and we are going to do what is correct and best for the people of Kentucky."
R,That is what we're going to do.
R,We talked about health care.
R,"We talked about the fact that we're going to transition in 2016 people from the state-level exchange, we're going to transfer them to the federal exchange like 38 other states are now doing, and we're going to shut that redundant program down."
R,This is what we're going to do next year.
R,"And as it relates to our Medicaid population which is very, very high, as you know."
R,More than 25 percent of those in our state and growing.
R,That is not because there is not need.
R,There is tremendous need; we know that.
R,We need to be those who address this in a thoughtful intelligent way.
R,It's truly a privilege to me to have Governor Pence here with us today.
R,"Where are you, Governor?"
R,There you are.
R,This is a model that we are going to copy.
R,I am not above copying what other people are doing well.
R,And there are great things being done on how to take care of those on Medicaid in the state of Indiana.
R,We can learn from them; we will learn from them.
R,"And I attempt to copy the best of what they're doing, and avoid any mistakes they may have made thus far."
R,This is what we're going to do.
R,"And I tell you, we will be better for it."
R,And our people will be better for it.
R,And we will provide true access to the health care system and not just lip service.
R,"Having a Medicaid card is of no value if you don't have a doctor that will see you, let's be honest."
R,"And if it comes at a price we can't afford, all we have done is lie to people, and we're better than that."
R,Kentucky is better than that.
R,"School choice
We talked about school choice."
R,This is one of seven states where there is no competition for public education dollars.
R,That is going to end.
R,We are not doing as well as we could be.
R,And let me say this.
R,"When I came up Capitol Avenue the most enthusiastic group of people I saw, and they were awesome, and I had more fun with them than any of the rest of you, were a group of school kids and they were public school students."
R,"And they had signs, and they were proud of the fact that they were."
R,And they ought to be.
R,Because we're got great public schools here in the Commonwealth of Kentucky.
R,We truly do.
R,"We've got great teachers, and we've got great administrators, and we have great superintendents, and principals, and people who have a passion for seeing young people become the best versions of themselves."
R,"And we are going to unleash that power, because there is nothing that does so like competition."
R,"Competition is good, it is healthy."
R,Iron sharpens iron.
R,And we are going to remove the bureaucracy that comes from the suffocation of regulations and things that are detrimental to actually creating the educational environment that we want.
R,And we'll start with public charter schools.
R,"We'll start with public schools taught by public school teachers with public school students, like those I met, attending them."
R,"But we're going to start to bring school choice to the state of Kentucky, and we will let the momentum carry forward because we owe nothing less to our young people."
R,We talked about prioritizing our discretionary funding.
R,All I'll say briefly is that we cannot become the best version of ourselves if we don't focus on two things.
R,We must focus on education and we must focus on infrastructure.
R,"No state can become a better version of itself, of better relative to those states around it, if they do not focus on education and infrastructure."
R,"And with the limited dollars that we have, that's exactly what we're going to do."
R,I will say this.
R,"It's also time, while this wasn't in the blueprint, for us to truly change our tenor, the discourse with which we conduct ourselves politically."
R,I said this from the stage at Fancy Farm.
R,"And ironically, because I didn't choose to attack people at Fancy Farm as those others who were there felt it was their right, and prerogative and requirement to do - I was attacked, interestingly, for not attacking."
R,"Let me tell you, Kentucky is better than that too."
R,Let us treat one another with respect.
R,Let us treat one another with the kind of cordiality that we would want to be treated.
R,"Just as we said a moment ago, Kentucky is better than that."
R,Let's change the discourse.
R,"Let us treat one another in a way that rises above partisanship, because Kentucky is better than that."
R,I pray for two things for my children.
R,I pray this repeatedly.
R,"I pray it with them, and I pray this for them when I'm not with them."
R,"It's the very things that I pray for each and every one of you that are assembled here, the very things that I pray for our commonwealth as a whole."
R,"I pray that my children will have the wisdom of Solomon, that they will have the wisdom to know the difference between what is right and what is wrong."
R,Because we live in a mixed up world.
R,"We are sending crazy messages to young people in particular, that good is bad and in is out and right is wrong and up is down."
R,We're confusing them.
R,And I pray that my children and that your children will know the difference between what is right and what is wrong.
R,But the second thing that I pray for them is that in addition to knowing the right thing to do -- and this is my prayer for each and every one of you as well -- that you will also have and they will have the courage to do the right thing.
R,Because knowing the right thing is not always as difficult as doing the right thing.
R,"It is my prayer for each and every one of you that you will know what is right, and you will do what is right."
R,Courage comes in many forms.
R,Courage for many of you came in the form of you going to the ballot box on November 3rd.
R,I met a gentlemen down here at the bottom of the hill who told me he's a military veteran.
R,"The first time he has ever voted in his life, and he's probably 50-some years old, was in this past election."
R,I appreciated his courage in telling me that.
R,I appreciated his courage in exercising the right that he risked his life for.
R,He was a veteran.
R,"These are the kinds of things that I applaud you for, that I'm grateful for."
R,But it is that courage that was exercised at the ballot box.
R,"And when I see 106 out of 120 counties, we could interpret that in a whole lot of ways."
R,"And we could feel good about that, and we could feel extra special about ourselves, as if somehow we had the right message."
R,"And arguably the message did resonate with you, but I'll tell you what I see when I see that electoral map."
R,I see a cry for help.
R,That's what I see.
R,"And I want you to know that I hear that cry for help, from every corner of this great commonwealth."
R,I'm listening.
R,"Our ears will be open, our doors will be open."
R,This is your house.
R,This is your commonwealth.
R,"Today, Dec. 8, 2015, we begin a fresh start together, as one Kentucky."
R,"Black, white, rural, urban, Democrat, Republican, Independent, people who come from both ends of the socio-economic spectrum, male, female, young and old alike."
R,"This is our Kentucky, this is our time."
R,This is our opportunity.
R,Together we will accomplish great things.
R,"Together we will serve as a beacon to our fellow Kentuckians, to those who are here assembled and to those that we will cross paths with as we leave this place."
R,"And we will serve as a beacon to the rest of our nation, and to the rest of our world as well."
R,"And we will do this, because we are Kentucky, and because we are better than that."
R,I thank you for coming here today.
R,"I thank you for being assembled here, for being willing to take this challenge and run with it."
R,"I ask that you will take this away, that you will live the golden rule, and I leave you with this."
R,"It is truly my hope and prayer as well, that God will continue to shed his grace upon the great Commonwealth of Kentucky and our old Kentucky home."
R,"Thank you, and God bless you."
R,"Thank you, thank you."
R,"Thank you, very, very much."
R,"President Chaisson, Speaker Tucker, statewide elected officials, Chief Justice Calogero and Justices of the Supreme Court; Members of the legislature; Governor Treen, Governor Foster, Governor Roemer, Governor Blanco, Governor Perry; Senator Landrieu and Senator Vitter; Congressman McCrery, Congressman Boustany, Melancon, Congressman Alexander; my beautiful wife, Supriya, my children, my family; honored guests, friends, my fellow Louisianians:

It is with gratitude in my heart and determination in my spirit that I stand before you today."
R,Thanks be to Almighty God.
R,"It is great to be with you today, a milestone on what is a long and important journey."
R,"We come to the steps of this historic Capitol today to celebrate, celebrate not just an election, but a new beginning."
R,"We're not here for one man to take an oath, but for one people to make commitments to each other."
R,"We are here not to inaugurate one administration opposite from those before, but to set forth together, all of us, towards a new era."
R,"For reasons none of us can understand or even fully appreciate, history has placed all of us -- every living Louisianian, those within her borders and without -- in a position previous generations could only envy."
R,"Under the spotlight of the world, with generosity from many and a clear call to common purpose, we have the opportunity to make lasting and positive change."
R,"We have the opportunity -- We have the opportunity to make this change not over the course of decades, but in short order."
R,"We have the opportunity to affect not just our own children's lives, but the lives of Louisiana children yet to be born."
R,We have the opportunity -- born of tragedy but embraced still the same -- to make right decades of failure in government.
R,"You've often heard me say, we don't live -- we don't live in a poor state; we've had a state with poor leadership; that we do not have a state stuck in the past, but leaders who were unconcerned with the future."
R,"If we are honest with ourselves, we can all agree that too many of those stereotypes rang true."
R,"In our past, too many of our politicians looked out for themselves."
R,Too many arms of state and local government did not get results.
R,And the world took note.
R,Those stereotypes cost us credibility.
R,They cost us investment.
R,They cost us jobs.
R,"Let us all resolve today -- Democrats and Republicans, North Louisiana and South, leaders of all -- all races and all religions, elected and unelected -- let us all resolve that era ends today."
R,We can build a Louisiana where our leaders and our people set the highest standards and hold every member of our government accountable; a Louisiana where incompetence is not a synonym for government; a Louisiana where corruption does not hold us back.
R,That is why I'm asking for your help -- I'm asking for your help in the next few months.
R,We must win a war on corruption and incompetence in government.
R,It cannot be the last thing we do -- It cannot be the last thing we do.
R,It cannot be the second or third thing we do.
R,"It must be the first thing we do, starting today."
R,Our biggest obstacle in the past must become our first victory towards a brighter future.
R,"Today, I'm here to tell you that on February 10th -- just weeks from today -- I will call the legislature into special session to consider comprehensive ethics reform."
R,And I need your help to insist that we get the job done.
R,We will come to this Capitol -- We will come to this Capitol to make a clean break with the past; to give Louisiana the highest standards for accountability anywhere in the nation; to take our government 180 degrees from the darkest chapters of its past.
R,"When we have accomplished ethics reform, we will move next to economic reform."
R,"For too long our regulations, our burdensome taxes, have driven away job-makers instead of attracting them."
R,Our workforce training has stayed grounded in the economy of a century now past.
R,That too must change.
R,We have great workers.
R,We have great people -- with a great work ethic that is part of our culture.
R,"It is time for our state government to catch up, so that there is no weak link in our appeal to employers looking to grow."
R,I will ask our legislature this year to re-orient our workforce training to meet the challenges and skills required by the global economy.
R,And our administration will streamline its demand of job-makers.
R,"Our message will be clear: If you want to grow your company, Louisiana wants to grow with you -- with a guarantee that state government will be your ally, and that our workers will be ready to do your high-skill jobs on their very first day."
R,These reforms are essential to our turnaround.
R,We can't -- We cannot settle for cosmetic change.
R,And we all must recognize the stakes.
R,"When we succeed, the world will take note."
R,They will take note in the laboratories of Silicon Valley.
R,They will take note in the board rooms of Wall Street.
R,"And they will take note in the living rooms scattered across Houston and Atlanta and Dallas -- where former Louisianians now live, many of them our best and brightest, in exile from an uncertain future at home."
R,We must bring them home.
R,"That capital, that energy, those assets: They are all poised to come to Louisiana and help us remake our economy."
R,"If we make a clean start, they will come."
R,"In some ways, this focus on ethics is meant to be a beacon."
R,"And we must light that beacon to inspire Louisianians everywhere, whether they live in Monroe or Manhattan, Franklinton or Florida, Tensas or Texas."
R,"You see, the fire and drive of Louisianians -- they're the only things that can power our rebirth."
R,"Fortunately, we are blessed."
R,It is possible that there has never been a more creative group of people than the group called Louisianians.
R,"No one anywhere in the world doubts our talents, our creative energy."
R,They wait in lines to listen to our music.
R,They revere our athletes.
R,(Geaux Tigers!)
R,They marvel at our state's film and visual arts.
R,They envy our celebrations and flock to them every year.
R,And they all try to imitate our cuisine.
R,"Across the entire civilized world, when it comes to culture, the word ""Louisiana"" stands for innovation and quality."
R,"Those talents, given by God and nurtured by a community that values creativity, will enable us to turn our state around."
R,"Wherever you are today hearing my voice, to my fellow Louisianians -- those gathered here at the Capitol, to those inside our borders and outside -- I ask you to come home."
R,Come home in person; or send home your commitment.
R,Make Louisiana's rebirth your own priority.
R,"If you're a Louisiana small business owner trying to get started, stick it out another year."
R,"If you own companies in other states, grow your business here."
R,"If you teach in our schools, if you serve your community, redouble your efforts."
R,Join in our cause.
R,Make every day not just a job but a mission.
R,"With clarity of purpose and commitment to our pursuit, we will not fail."
R,And let me be clear -- let me be clear exactly about the kind of New Louisiana I envision.
R,I don't speak of a state that simply rebuilds to where we were before the storms.
R,"The truth is, too many of our schools were failing before the storms."
R,Our roads were substandard before the storms.
R,"Our economy was behind, before the storms."
R,"And now, for reasons beyond our earthly comprehension, this opportunity, this mandate, has been placed on our generation."
R,We must rise to this challenge.
R,"Our goal is a New Louisiana where success is shared by all Louisianians: not just our cities, not just our suburbs, not just one group or one class -- but everyone who believes in Louisiana."
R,"A vibrant economy and high-performing schools are things that every Louisiana community deserves, from the Delta to the Bayou."
R,"This -- This Louisiana will not come easily, but it will come."
R,It can happen.
R,It can change.
R,It must change.
R,It will change.
R,"To Congressman McCrery, I want to thank you for those heartfelt remarks."
R,"I want to thank you for your friendship, for your service to our great state."
R,"To governor Foster, the other governors assembled here, I want to thank you for your service to our state."
R,"To governor Blanco, to coach Blanco, I want to thank to your service to our state during perhaps the most difficult and trying times we could ever imagine in our lifetimes."
R,I want to thank you for your service and your graciousness.
R,"To my parents, to my wife, to my children and my family, I thank you for your support and your prayers."
R,"To speaker Chaisson -- I'm sorry president Chaisson, speaker Tucker, the Members of the legislature, I look forward to working with you in partnership to delivering the New Louisiana our citizens so richly deserve and so strongly demand."
R,"I will close by offering you this reflection: Two centuries ago, Louisiana was the economic focal point of the entire country."
R,"Just as the water of the rivers in America flowed to Louisiana, so flowed the harvest of America to Louisiana."
R,"It built one of the world's great cities, and a magnet for entrepreneurs and innovators and capitalists."
R,"In today's world, the great harvest in our economy is not measured in bushels and bales, but in brainpower."
R,"In the knowledge-based economy of this century, investment and opportunity flow to places where the workforce is prepared, the business climate welcoming."
R,"In short, the opportunities flow to places focused on the future and driven to do something about it."
R,"That is how we will run our New Louisiana government:

- Twenty-first century schools and colleges."
R,#NAME?
R,#NAME?
R,#NAME?
R,#NAME?
R,#NAME?
R,#NAME?
R,#NAME?
R,#NAME?
R,"Our New Louisiana will be a magnet for the dreamers, the risk-takers, the adventurers, the leaders of America's new economy."
R,"That Louisiana, that New Louisiana will give our citizens the opportunities they deserve."
R,That is the kind of reform we will bring.
R,That is our goal.
R,That is our charge.
R,"I've said it before and I'll say it once more again: We can change, We must change, We will change."
R,Thank you!
R,God Bless you!
R,God Bless the Great State of Louisiana!
R,"Mr. President, Mr. Speaker, Members of the 125th Legislature, Governor Baldacci, former Governors King, McKernan, Brennan and honored guests."
R,Welcome.
R,Mainers have a long tradition of working together.
R,As I begin I would like to thank John Baldacci.
R,"John, Karen and his entire administration have done all we have asked to make this transition a success."
R,"Ann and I are very grateful, and we join all Mainers in thanking the Baldaccis for their service to city, state and nation."
R,"Like every proud dad and husband, I did not need to take the oath of office to believe I have Maine’s first family."
R,"But now that it is official, let me thank Ann and my children for their love and support during the last 16 months."
R,"First and Foremost, I am a businessman who served his community as a Mayor and now as Governor."
R,"My pledge to the Maine People is to put you before politics:

The parents trying to make a better life for their kids; The retirees trying to hold onto their homes on a fixed income;

The college graduate trying to find a good paying job; The entrepreneurs with the courage to take a chance on an idea; and

The taxpayers tired of footing the bill for a bloated establishment in Augusta."
R,It is time to make state government accountable.
R,It is time to deliver value.
R,It is time to put people first.
R,"The word “people,” appears in the Maine Constitution 49 times."
R,"You cannot find a single mention of the words “politics,” “Republican,” “Democrat,” “Green,” or “Independent” in 37 pages of preambles, articles and sections of our State Constitution."
R,The framers had it right.
R,People come before politics.
R,"Partisan affiliations, political leanings and the obsession with winning and losing have been getting in the way of solving Maine problems."
R,We need a new approach and it starts right here and right now!
R,I am willing to listen and work constructively with anyone committed to honest solutions that benefit all Maine people.
R,"To ensure I get plenty of input, I will be hosting monthly breakfast meetings with groups of teachers, business leaders and environmental leaders."
R,Oatmeal and solutions will be on the menu.
R,I will re-introduce Governor McKernan’s “Capitol for a day program” where town hall meetings are held in each of Maine’s 16 counties.
R,We are going to get around and learn from the people of Maine.
R,I will host constituent service hours to meet directly with the people of Maine.
R,"Come in and share your concerns, tell me about your ideas and, if we disagree, we can look for common ground so we can move Maine forward."
R,"While I will listen to anyone, my Administration will be focused on making Maine work for everyone."
R,"There will be no favorites, carve outs, or favors for the special interests."
R,Good policy is public policy for everyone.
R,There is no greater example of serving the common good than the sacrifice of our service men and women.
R,"The peaceful transfer of power, our rights and our liberties are not free."
R,They are earned each and every day by those who serve.
R,Forty-Six service members from Maine have made the ultimate sacrifice in defense of our state and our nation in the last seven years.
R,I am honored that some of the families of our fallen heroes are here today.
R,Dan and Suzanne Brochu along with their daughter Sadie are with us.
R,They lost Private First Class Jordan Brochu in Afghanistan in August of 2009.
R,"Starting tomorrow, Suzanne will be the receptionist in my office at the State House."
R,The family of Corporal Andrew Hutchins of New Portland is also with us.
R,Corporal Hutchins gave his life in service to Maine and the Nation last November in Afghanistan.
R,"Corporal Hutchins’ wife Heather is due to give birth to their first child, Allyssa Braelynn, in March."
R,All of Maine shares the sorrow of the families of our fallen heroes and we all honor their service to protect our liberties.
R,Please join me in a moment of silence to honor the sacrifices of our fallen heroes and to reflect on the loss their family members continue to endure so each of us can be free.
R,Thank You.
R,One area where we must put politics and specials interests aside is education.
R,Students are the most important people in the classroom.
R,Every decision we make and every dollar we spend must be focused on the individualized needs of our kids.
R,"Our standards need to be high, administration must be lean and we have to make sure we find solutions that work for all students."
R,I believe we need to make vocational education a priority again in our schools.
R,Training our young people in a trade while they earn their diploma is a path to a good living.
R,I believe we also need to create five year high schools in Maine where students can graduate with an associate’s degree that is a leg up for entering the workforce.
R,"And these credits can be transferred into our four year degree universities, reducing the time and expense of earning a college degree in Maine."
R,"Approximately one in every three Mainers is on some form of state or local government assistance for food, shelter, income or health care."
R,"For the truly needy and impaired, these programs are an important life line that combines with charitable programs, churches and the individual generosity of Mainers to form the safety net for a healthy society."
R,"While we have a generous spirit in Maine, we do not have limitless resources."
R,"Our programs have to be focused on Maine residents, we must make every effort to move people from dependency to self-sufficiency and we must have a tiered system that rewards work and progress."
R,And we have to have a five year time limit so kids in Maine grow up in families where self-reliance and work are a way of life.
R,"I recently met Jennifer Cloukey, a single mother of four and a full time nursing student."
R,"Like me, Jennifer has escaped domestic violence."
R,Jennifer works two or three jobs at any given time but also has to rely on Temporary Assistant to Needy Families and the Food Supplement Program to make ends meet for her family.
R,"Seven years ago, she built a home for herself and her kids through Habitat for Humanity."
R,Jennifer was determined to be a good example for her kids and other single moms.
R,This coming May she will graduate from Nursing School.
R,Nearly every day someone asks Jen how she does it.
R,She tells all that will listen that a life well lived does not happen all at once.
R,"Today, Jennifer, all of Maine is listening and I am proud to share your story."
R,"In my administration your example will be our goal, and eventually the norms."
R,Please join me in recognizing Jennifer Cloukey.
R,Maine is the hardest place in the country to start and grow a business.
R,"Consequently, we earn just 80% of the national per capital income and we are failing to make the investments needed to grow our tax base."
R,Only the private sector can create the jobs and investment we need to move Maine forward.
R,Profit is not a dirty word.
R,In fact it is the direct and indirect solution to all of our challenges.
R,The search for profit is what drives investment and innovation.
R,"Without profit, no one has an incentive to create jobs or build our tax base."
R,Profit is what will keep our young people from leaving Maine in search of better opportunities.
R,Profit is what makes the public sector possible.
R,"Without profit, we do not have economic activity, we do not have income and we do not have a tax base."
R,Profit pays the bills for every sector of society.
R,Profit leads to more competition.
R,And through competition “We the People” end up with more choice and greater value.
R,"Every private or public sector job, every program, every non-profit, every state service and every advancement in society started because someone took a nickel worth of input and turned it into a dime of output."
R,It is a trend that has to continue.
R,Here is a four step process of how we are going to do it.
R,Simplicity: It needs to get a lot easier to do business in Maine.
R,"We are now conducting a state-wide Red Tape removal audit to identify the statutes, rules and bureaucratic road blocks to job creation in Maine."
R,"We can have vigorous protections for what makes Maine so great as long as the safeguards are clear, decisions are quick and we have a cooperative relationship between regulators and the private sector."
R,Savings: It needs to be less expensive to do business in Maine.
R,"Everything from the cost of licensing a business to health care, workers compensation and utility costs needs to go down."
R,Business is just math.
R,It is the same for everyone whether you’re an international player in the paper industry or a corner deli fighting to reach the breakeven point.
R,The costs that we can control through public policy need to go down.
R,"Our forests, fisheries and farmland will never reach their full economic potential in Maine if it is cheaper elsewhere to operate factories that turn wood into paper, process fish into a meal and turn potatoes into chips and fries."
R,Skills: We need to train the next generation of workers in Maine in the industries that offer the most potential.
R,"We have one of the world’s best Science and Math magnet schools in Limestone, Maine."
R,"Motivated teachers, motivated students and affordable access make it all work."
R,"Representative Terry Hayes, the Assistant Democratic Leader in the Maine House of Representatives is a proud magnet school mom."
R,Her son Danny participated in a one-week summer program and applied for enrollment in the magnet school because of his interest in math and science.
R,Today Danny is a Dean’s list engineering student at the University of Maine who aspires to live and work in Maine as a mechanical engineer.
R,"Let’s work together to make sure Danny Hayes, and others like him, can stay close to home and prosper."
R,"Scale: We need to provide our industries with competitive advantages in terms of costs, regulatory environment and trained labor that give Maine businesses a leg up over the global competition."
R,We are fighting for the future of Maine and every decision we make has to be considered in these terms.
R,That is how you achieve competitive advantage.
R,"If we can make Maine a place where it is once again cost effective to make paper or process potatoes, we are going to have the business climate that attracts new economy jobs in information technology, biotechnology and semi-conductors as well."
R,It is about balance.
R,"We can find balance in life, if we work together."
R,I ran for Governor because I know how to run a business and create jobs.
R,"In my experience you pick your team, make your decisions and you stand accountable for things that matter."
R,"I will spend every day of the next four years working to make Maine a better place for ALL of our sons and daughters to find work, to start businesses and to stay here to start families of their own."
R,A Governor cannot do it alone.
R,"It is going to take hard work from everyone, but I am ready to provide the leadership and focus needed to move us forward."
R,"I do not care about editorials, opinion polls or the next election."
R,I have four years and a job to do.
R,At the end of my term I will be ready to stand accountable for the job we did at putting people first and creating prosperity for working Maine families.
R,"Being Governor is not about me, my administration, the Legislature or Augusta bureaucrats."
R,"It is about Maine people, and I will let you be the judge."
R,Thank you for coming.
R,Thank you for listening.
R,Now let’s get to work for all Maine people.
R,"""Mr. President and Members of the Senate, Mr. Speaker and Members of the House of Representatives, Lieutenant Governor Politoand Members of the Governor's Council and the Cabinet, Chief Justice Gants and Members of the Judiciary, Former Massachusetts Governors Weld, Swift and Romney, Reverend Clergy."
R,"""Jan Cellucci and Angela Menino -I've known and admired you both for many years."
R,And remain a huge fan of the energy and joy your husbands’ brought to public service.
R,And other distinguished guests -My thanks to all of you for being here today.
R,"""To my fellow citizens, it's with great humility and high honor that I assume the office of Governor of the Commonwealth of Massachusetts."
R,"""I'm well aware of the authority and privileges that come with this office."
R,But they're inconsequential in comparison to the responsibility of serving and protecting the people of this great state.And the obligation to always live up to their trust.
R,"""The people have vested me with the title of Governor for the next four years."
R,But I also hold other lifelong titles that I'm proud of.
R,Son.
R,Brother.
R,Husband.
R,Father.
R,And neighbor.
R,Those titles have shaped the values and vision that I bring to the corner office.
R,"""The Bible that I placed my left hand on a few minutes ago is the same one my mother held for my father 46 years ago."
R,When he was sworn in as Assistant Secretary under then U.S. Transportation Secretary and former Massachusetts Governor John Volpe.
R,"""At a moment like this there's no way for a son to properly thank his parents for all they've done for him."
R,"Dad, I can only say that I love you both."
R,You made me who I am today.
R,And I wish Mom could be here in person to see this with you.
R,"""I want to especially thank my wife Lauren."
R,"For her love, counsel, sense of humor and endless support."
R,I knew when we got married that I was a lucky guy.
R,But I know now 27 years and three wonderful children later that I've been truly blessed.
R,"""On behalf of the people of Massachusetts, I thank Governor Deval Patrick for his service over the past eight years."
R,And to wish him God speed.
R,"""I want to sincerely thank our public safety officers, first responders, and corrections officers for the work they do."
R,It's a service that's always challenging and at times very complicated.
R,And with very few exceptions these men and women do it every day with great skill and professionalism.
R,"""I also want to salute all those men and women from the Commonwealth who have or are serving in our country's armed forces."
R,Since 9-11 many citizens of Massachusetts have answered our nation's call to service and have served with distinction.
R,And when men and women serve so do their families.
R,We must never forget that.
R,"As Governor, these men and women and their families will always be in my prayers."
R,"""Finally, to the people of France, our thoughts are with you during this difficult time."
R,"""Our Commonwealth is filled with hardworking, talented and inspiring people."
R,"We're a global leader in health care, biotechnology, high technology, education, finance, energy efficiency and advanced manufacturing."
R,And we've led the way for the nation on issues ranging from health care reform to marriage equality.
R,"""But we're nowhere near our full potential."
R,Some of our toughest challenges have been ignored and lost amid the successes.
R,Or have become the equivalent of kicking a can down the road because they're not politically convenient oreasy to fix.
R,"""They range from having more than 1,500 homeless families assigned to hotels and motels."
R,To dozens of lapses in performance that are frustrating for many.
R,And in some cases devastating in their consequences.
R,"""I know we can do better."
R,"""The time has come to write the next chapter in the history of this great Commonwealth."
R,To build on what makes us great.
R,And get much better at what doesn't.
R,"""Lieutenant Governor Polito and I have recruited a talented, experienced, diverse and bipartisan cabinet and staff."
R,They will approach their mission with a passion and thoughtfulness to make Massachusetts great.
R,And they understand that policy pronouncements without follow through ---amount to empty promises.
R,"""Tom Menino taught us all many valuablelessons."
R,He believed that government was about high ideals.
R,But he also equally believed that basic services mattered and that every detail counted.
R,"""When people have to wait for hours to conduct a simple transaction at the Registry of Motor Vehicles they're not being served."
R,"""And when thousands of families continue to be confused and let down by the Health Connector we've not paid attention to the details."
R,"""Those are but two examples."
R,"""We will challenge the status quo, look for and try new approaches and recognize they might not always work."
R,"When that happens, we'll acknowledge it."
R,Learn from it.
R,And try again.
R,"""Our actions will be heard in many ways."
R,"But the loudest of these actions will initially be in dealing with an immediate budget deficit,building a job-creating economy, closing the achievement gap, confronting opiate addiction and revitalizing our urban centers."
R,"""With respect to the state's budget our Constitution requires that the budget be balanced."
R,No one understands that better thanI do.
R,The responsibility now rests with us.
R,"""History will record that a budget deficit exceeding half a billion dollars is being transferred to my administration."
R,"""If we're honest with ourselves then we can't blame our deficit on a lack of revenue."
R,We have to recognize that this is a spending problem.
R,And that dealing with it now will make balancing next year's budget that much easier.
R,"""We will hold the line on taxes, we're already demanding enough from hard working people."
R,And we will protect cities and towns and fulfill our promise to end the cuts to local aid.
R,"Otherwise, every line item will be looked at."
R,"""I look forward to working with House Speaker DeLeo, Senate President Rosenberg and the members of both legislative branches to close this gap."
R,"""While there are efficiencies to be gained and structural changes to be made there's no doubt that we have to make difficult decisions."
R,We will do so with great sensitivity and careful judgment.
R,"""Massachusetts has an unemployment rate of 5.8%."
R,"Butthat's a cold-hearted statistic that ignores the 200,000 people seeking work, the hundreds of thousands of underemployed, and the tens of thousands who have dropped out of the work force altogether."
R,"""There's no single initiative that can start and sustain a job creating economy."
R,"But there is clear evidence that we're too complex, too expensive, and too slow to move and make decisions."
R,On this we must do better.
R,"""Our administration will work to reduce red tape and streamline regulatory requirements on start-ups and established businesses."
